cnpj;nome;nome_reduzido;tipo;uf;situacao;banco;agencia;conta
35003680000181;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARACANAU;APAE DE MARACANAU;apae;CE;;001;2879-7;14881-4
28786347000120;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARAGOGI;APAE DE MARAGOGI;apae;AL;;104;3544;1038-4
13899595000100;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARAGOGIPE;APAE DE MARAGOGIPE;apae;BA;;104;4450-3;825-0
01623817000189;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARANGUAPE;APAE DE MARANGUAPE;apae;CE;;104;0751-2;2900-7
76290287000101;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARECHAL CANDIDO RONDON;APAE DE MARECHAL CANDIDO RONDON;apae;PR;;001;0859-1;303-1
01029852000174;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARI;APAE DE MARI;apae;PB;;001;2275-6;19229-5
14474564000170;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARIBONDO;APAE DE MARIBONDO;apae;AL;;104;2046;1458-4
11119845000117;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MARITUBA;APAE DE MARITUBA;apae;PA;;104;3200-3;2880-0
00778242000100;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MATUPA;APAE DE MATUPA;apae;MT;;001;3931-4;20321-1
33164352000131;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MERUOCA;APAE DE MERUOCA;apae;CE;;001;4052-5;14716-8
01138241000164;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MIRANDIBA;APAE DE MIRANDIBA;apae;PE;;001;2304-3;9632-6
01364306000190;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MIRASSOL D OESTE;APAE DE MIRASSOL D OESTE;apae;MT;;001;7139-0;12063-4
78101763000116;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MISSAL;APAE DE MISSAL;apae;PR;;748;0710-0;91199-3
01775769000144;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MOJU;APAE DE MOJU;apae;PA;;001;2313-2;35420-1
05620098000101;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MOMBACA;APAE DE MOMBACA;apae;CE;;237;0720-0;00010799-9
97435507000100;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MONTE ALEGRE DE MINAS;APAE DE MONTE ALEGRE DE MINAS;apae;MG;;756;3155-0;27161-6
21288626000115;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MONTE CARMELO;APAE DE MONTE CARMELO;apae;MG;;001;366-2;27027-X
40514630000107;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MURITIBA;APAE DE MURITIBA;apae;BA;;063;3533-5;253-4
00880385000129;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOSSA SENHORA DO LIVRAMENTO;APAE DE NOSSA SENHORA DO LIVRAMENTO;apae;MT;;001;2764-2;72463-7
07918670000130;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA BANDEIRANTES;APAE DE NOVA BANDEIRANTES;apae;MT;;748;0821;32257-9
01979904000173;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA OLINDA;APAE DE NOVA OLINDA;apae;TO;;001;0638-6;53694-6
41041701000156;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA SANTA HELENA;APAE DE NOVA SANTA HELENA;apae;MT;;748;0818;24921-5
86865110000131;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA XAVANTINA;APAE DE NOVA XAVANTINA;apae;MT;;748;0806;40990-5
12185347000135;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVO ORIENTE;APAE DE NOVO ORIENTE;apae;CE;;001;1296-3;17794-6
03440672000106;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE OROS;APAE DE OROS;apae;CE;;001;0956-3;5764-9
07261066000184;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE OURILANDIA DO NORTE;APAE DE OURILANDIA DO NORTE;apae;PA;;748;0804;26191-3
25097358000105;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PALMARES;APAE DE PALMARES;apae;PE;;001;0115-5;49020-2
27915486000144;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PALMEIRA DOS INDIOS;APAE DE PALMEIRA DOS INDIOS;apae;AL;;104;2047;4861-1
73974495000123;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARAISO DO TOCANTINS;APAE DE PARAISO DO TOCANTINS;apae;TO;;001;0804-4;54916-9
01454464000130;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARAUAPEBAS;APAE DE PARAUAPEBAS;apae;PA;;001;3245-X;200155-1
77130953000107;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PATO BRANCO;APAE DE PATO BRANCO;apae;PR;;001;8563-4;581-9
17835364000194;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PATOS DE MINAS;APAE DE PATOS DE MINAS;apae;MG;;001;0190-0;75336-X
17839937000158;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PATROCINIO;APAE DE PATROCINIO;apae;MG;;104;143-0;739026147-2
42934530000157;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PAUINI;APAE DE PAUINI;apae;AM;;237;5043;00067776
01726258000132;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PEDRA PRETA;APAE DE PEDRA PRETA;apae;MT;;001;2024-6;30118-3
37466240000196;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PEIXOTO DE AZEVEDO;APAE DE PEIXOTO DE AZEVEDO;apae;MT;;748;0818;63681-9
26034918000145;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PERDIZES;APAE DE PERDIZES;apae;MG;;001;13323;26653-1
35443738000108;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PETROLINA;APAE DE PETROLINA;apae;PE;;001;0963-6;89793-0
07047240000190;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PIQUET CARNEIRO;APAE DE PIQUET CARNEIRO;apae;CE;;237;0720-0;1258-0
80057755000161;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PIRAI DO SUL;APAE DE PIRAI DO SUL;apae;PR;;001;1355-2;21118-4
28552141000136;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PLACIDO DE CASTRO;APAE DE PLACIDO DE CASTRO;apae;AC;;001;4023-1;14554-8
03687829000100;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE POCONE;APAE DE POCONE;apae;MT;;001;0662-9;13657-3
37465622000103;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PONTES LACERDA;APAE DE PONTES LACERDA;apae;MT;;001;2480-5;17497-1
41715410000104;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PORTO ACRE;APAE DE PORTO ACRE;apae;AC;;104;3423;577519234-2
18475731000159;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRATA;APAE DE PRATA;apae;MG;;001;0650-5;11298-4
01517298000174;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRESIDENTE OLEGARIO;APAE DE PRESIDENTE OLEGARIO;apae;MG;;001;1333-1;23330-7
33052754000144;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRIMAVERA DO LESTE;APAE DE PRIMAVERA DO LESTE;apae;MT;;001;5782-7;9847-7
26608107000100;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE QUEIMADAS;APAE DE QUEIMADAS;apae;PB;;001;2508-9;27404-6
06282398000182;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE QUERENCIA;APAE DE QUERENCIA;apae;MT;;748;0806;29916-6
78114758000148;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE REALEZA;APAE DE REALEZA;apae;PR;;001;2514-3;22434-0
11024940000137;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RECIFE;APAE DE RECIFE;apae;PE;;001;0007-8;10651-8
02226859000149;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE REDENCAO;APAE DE REDENCAO;apae;PA;;001;2517-8;43255-5
01487427000129;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RESERVA;APAE DE RESERVA;apae;PR;;001;2523-2;13394-9
04650184000196;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RIACHAO DO JACUIPE;APAE DE RIACHAO DO JACUIPE;apae;BA;;001;0684-X;43256-3
49092008000114;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RIACHO DAS ALMAS;APAE DE RIACHO DAS ALMAS;apae;PE;;748;2206;28617-6
78046265000118;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RIO AZUL;APAE DE RIO AZUL;apae;PR;;001;4787-2;19060-8
04518502000160;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RIO BRANCO;APAE DE RIO BRANCO;apae;AC;;001;3022-8;80204-2
03558974000183;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RIO NEGRO;APAE DE RIO NEGRO;apae;PR;;001;2543-7;39050-X
03509276000198;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RONDON DO PARA;APAE DE RONDON DO PARA;apae;PA;;756;4345;46902-5
03940889000185;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RONDONOPOLIS;APAE DE RONDONOPOLIS;apae;MT;;001;0551-7;118769-4
24977910000197;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ROSARIO OESTE;APAE DE ROSARIO OESTE;apae;MT;;748;0810-0;4119-0
08691213000119;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RUSSAS;APAE DE RUSSAS;apae;CE;;104;0755-2;1937-2
17807751000117;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SACRAMENTO;APAE DE SACRAMENTO;apae;MG;;756;3165;4525-0
14814468000124;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAIRE;APAE DE SAIRE;apae;PE;;001;2559-3;13833-9
35446061000161;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SALGUEIRO;APAE DE SALGUEIRO;apae;PE;;001;0870-2;43123-0
04133877000101;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA CRUZ;APAE DE SANTA CRUZ;apae;RN;;104;0806;738982836-7
77820181000127;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA HELENA;APAE DE SANTA HELENA;apae;PR;;001;8551-0;881-8
78114907000179;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA IZABEL DO OESTE;APAE DE SANTA IZABEL DO OESTE;apae;PR;;001;2579-8;29393-8
63103311000104;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA LUZ;APAE DE SANTA LUZ;apae;BA;;001;1130-4;5452-6
01882929000154;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA LUZIA;APAE DE SANTA LUZIA;apae;PB;;001;1127-4;22571-1
08608291000107;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA RITA;APAE DE SANTA RITA;apae;PB;;001;1268-8;15300-1
23096506000141;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA VITORIA;APAE DE SANTA VITORIA;apae;MG;;001;2593-3;20432-3
09562358000182;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTANA DO ARAGUAIA;APAE DE SANTANA DO ARAGUAIA;apae;PA;;748;0804;15602-1
05407390000132;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTAREM;APAE DE SANTAREM;apae;PA;;001;0130-9;95908-1
03640542000117;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTO AMARO;APAE DE SANTO AMARO;apae;BA;;001;0059-0;44556-8
07985946000101;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTO ESTEVAO;APAE DE SANTO ESTEVAO;apae;BA;;001;1133-9;43718-2
30700372000191;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAO FELIX DO XINGU;APAE DE SAO FELIX DO XINGU;apae;PA;;037;0121-1;795640-1
08176228000149;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAO GERALDO DO ARAGUAIA;APAE DE SAO GERALDO DO ARAGUAIA;apae;PA;;748;0804;16004-2
05432079000143;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAO JOAO DO RIO DO PEIXE;APAE DE SAO JOAO DO RIO DO PEIXE;apae;PB;;001;1449-4;18334-2
24977431000170;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAO JOSE DO RIO CLARO;APAE DE SAO JOSE DO RIO CLARO;apae;MT;;748;0810;55038-8
24988651000108;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAO JOSE DOS QUATRO MARCOS;APAE DE SAO JOSE DOS QUATRO MARCOS;apae;MT;;001;2505-4;24533-0
55320977000188;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAO MIGUEL DOS CAMPOS;APAE DE SAO MIGUEL DOS CAMPOS;apae;AL;;104;2047;578135113-9
04415860000147;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAPEZAL;APAE DE SAPEZAL;apae;MT;;748;0804;86412
01392357000125;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAUDADE DO IGUACU;APAE DE SAUDADE DO IGUACU;apae;PR;;001;0842-7;23754-X
13152044000189;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SENA MADUREIRA;APAE DE SENA MADUREIRA;apae;AC;;001;1279-3;15700-7
04107897000108;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SENADOR GUIOMARD;APAE DE SENADOR GUIOMARD;apae;AC;;104;3706;577936382-6
30071901000135;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SENHOR DO BONFIM;APAE DE SENHOR DO BONFIM;apae;BA;;001;228-3;48271-4
04525311000125;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SERRA BRANCA;APAE DE SERRA BRANCA;apae;PB;;001;1144-4;28993-0
02469191000160;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SERRA DO SALITRE;APAE DE SERRA DO SALITRE;apae;MG;;001;4419-9;9482-X
01986023000180;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SERRA TALHADA;APAE DE SERRA TALHADA;apae;PE;;001;0246-1;37649-3
00179465000151;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SINOP;APAE DE SINOP;apae;MT;;748;0812;94198-5
35048446000170;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SOBRAL;APAE DE SOBRAL;apae;CE;;001;4272-2;28260-X
32944357000114;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SORRISO;APAE DE SORRISO;apae;MT;;001;1917-8;18016-5
01998591000109;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SULINA;APAE DE SULINA;apae;PR;;001;0842-7;17127-1
27818161000143;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SURUBIM;APAE DE SURUBIM;apae;PE;;001;0582-7;54072-2
20006460000134;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TABATINGA;APAE DE TABATINGA;apae;AM;;104;3196-3;00001722-1
03954104000123;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TANGARA DA SERRA;APAE DE TANGARA DA SERRA;apae;MT;;001;7138--2;40131-5
05702250000197;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TAPURAH;APAE DE TAPURAH;apae;MT;;748;0810;85089-6
46945635000162;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TARAUACA;APAE DE TARAUACA;apae;AC;;748;805;94765-8
06111767000174;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TAUA;APAE DE TAUA;apae;CE;;001;1155-X;57234-9
00838531000158;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TEFE;APAE DE TEFE;apae;AM;;001;0577-0;56880-5
00650858000100;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TERRA NOVA DO NORTE;APAE DE TERRA NOVA DO NORTE;apae;MT;;001;38636;183970
77806925000159;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TERRA ROXA;APAE DE TERRA ROXA;apae;PR;;001;2721-9;13607-7
09085263000115;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TOME-ACU;APAE DE TOME-ACU;apae;PA;;001;0878-8;31679-2
28470155000100;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TORITAMA;APAE DE TORITAMA;apae;PE;;001;4637-0;15070-3
02722514000186;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TRES BARRAS DO PARANA;APAE DE TRES BARRAS DO PARANA;apae;PR;;001;4788-0;14430-4
83377721000142;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TUCURUI;APAE DE TUCURUI;apae;PA;;001;1161-4;50736-9
23098924000178;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TUPACIGUARA;APAE DE TUPACIGUARA;apae;MG;;001;0398-0;100000-4
17777376000100;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE UBERABA;APAE DE UBERABA;apae;MG;;104;6375;577565162-2
17789991000136;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE UBERLANDIA;APAE DE UBERLANDIA;apae;MG;;104;01537;577553418-9
77845287000185;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE UBIRATA;APAE DE UBIRATA;apae;PR;;001;0747-1;25195-X
03515536000138;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE UIRAUNA;APAE DE UIRAUNA;apae;PB;;001;1165-7;35792-8
78187085000156;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE UMUARAMA;APAE DE UMUARAMA;apae;PR;;001;0645-9;37120-3
40769009000186;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VALENCA;APAE DE VALENCA;apae;BA;;104;0078;00002988-2
28973835000147;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VARJOTA;APAE DE VARJOTA;apae;CE;;001;2521-6;20031-0
12478475000177;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VARZEA ALEGRE;APAE DE VARZEA ALEGRE;apae;CE;;001;1169-X;23422-2
02337414000136;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VERA;APAE DE VERA;apae;MT;;748;812;87704-5
81272981000128;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VERA CRUZ DO OESTE;APAE DE VERA CRUZ DO OESTE;apae;PR;;001;3632-3;18551-5
14376362000196;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VITORIA DA CONQUISTA;APAE DE VITORIA DA CONQUISTA;apae;BA;;001;7124-2;5396-1
00643692000196;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DO DISTRITO FEDERAL;APAE DO DISTRITO FEDERAL;apae;DF;;001;2727-8;140250-1
46473126000184;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS DE ANAPU;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS DE ANAPU;apae;PA;;403;0001;2518021-8
03319660000128;ASSOCIACAO DE PAIS, AMIGOS E PESSOAS COM SINDROME DE DOWN DO ESPIRITO SANTO;COIRMA VITORIA DOWN;outra;ES;;021;083;3373445-0
46743439000105;FEDERACAO DAS APAES DO ESTADO DO ACRE;FEAPAES ACRE;federacao;AC;;756;5038-5;111823-4
25957287000173;FEDERACAO DAS APAES DO ESTADO DE ALAGOAS;FEAPAES ALAGOAS;federacao;AL;;104;2047;4549-3
35957966000104;FEDERACAO DAS APAES DO ESTADO DO AMAPA;FEAPAES AMAPA;federacao;AP;;001;4544-6;64920-1
01349577000176;FEDERACAO DAS APAES DO ESTADO DO AMAZONAS;FEAPAES AMAZONAS;federacao;AM;;001;1862-7;53779-9
00584572000165;FEDERACAO DAS APAES DO ESTADO DA BAHIA;FEAPAES BAHIA;federacao;BA;;748;0903;55731-1
00675817000160;FEDERACAO DAS APAES DO ESTADO DO CEARA;FEAPAES CEARA;federacao;CE;;001;2017-3;213083-1
03072128000159;FEDERACAO DAS APAES DO ESTADO DA PARAIBA;FEAPAES DA PARAIBA;federacao;PB;;001;1634-9;34857-0
01156276000126;FEDERACAO DAS APAES DO ESTADO DE PERNAMBUCO;FEAPAES DE PERNAMBUCO;federacao;PE;;001;0196-1;20554-0
95815635000153;FEDERACAO DAS APAES DO ESTADO DE SANTA CATARINA;FEAPAES DE SANTA CATARINA;federacao;SC;;001;3174-7;107777-5
01733986000171;FEDERACAO DAS APAES DO ESTADO DO MATO GROSSO;FEAPAES DO MATO GROSSO;federacao;MT;;001;2128-8;26322-2
00637112000158;FEDERACAO DAS APAES DO ESTADO DO MATO GROSSO DO SUL;FEAPAES DO MATO GROSSO DO SUL;federacao;MS;;001;5807-6;844-3
01280707000161;FEDERACAO DAS APAES DO ESTADO DO PARA;FEAPAES DO PARA;federacao;PA;;001;2946-7;59203-X
00106307000171;FEDERACAO DAS APAES DO ESTADO DO PARANA;FEAPAES DO PARANA;federacao;PR;;001;1534-2;34021-9
00073630000196;FEDERACAO DAS APAES DO ESTADO DO PIAUI;FEAPAES DO PIAUI;federacao;PI;;104;1607;3609-6
73650095000162;FEDERACAO DAS APAES DO ESTADO DO RIO DE JANEIRO;FEAPAES DO RIO DE JANEIRO;federacao;RJ;;104;6384;571386045-7
01136051000108;FEDERACAO DAS APAES DO ESTADO DO TOCANTINS;FEAPAES DO TOCANTINS;federacao;TO;;001;1867-8;128392-8
00396100000189;FEDERACAO DAS APAES DO ESTADO DE GOIAS;FEAPAES GOIAS;federacao;GO;;756;5004;113790-5
00878104000101;FEDERACAO DAS APAES DO ESTADO DO MARANHAO;FEAPAES MARANHAO;federacao;MA;;001;020-5;159332-3
38520425000102;FEDERACAO DAS APAES DO ESTADO DE MINAS GERAIS;FEAPAES MINAS GERAIS;federacao;MG;;001;1629-2;52509-X
00927613000179;FEDERACAO DAS APAES DO ESTADO DO RIO GRANDE DO NORTE;FEAPAES RIO GRANDE DO NORTE;federacao;RN;;001;0128-7;48961-1
07892683000188;FEDERACAO DAS APAES DO ESTADO DE SERGIPE;FEAPAES SERGIPE;federacao;SE;;104;2448;577534638-2
